时间戳,pitch角度,误差,目标角速率,实际角速率,积分项,输出值,电机3PWM,电机4PWM
1.724,-1.512,1.512,0.000,0.000,0.000,0.147,1499,1499
1.734,-1.512,1.512,0.000,0.000,0.000,0.147,1499,1499
1.744,-1.512,1.512,0.000,0.000,0.000,0.147,1499,1499
1.754,-1.512,1.512,0.000,0.000,0.000,0.147,1499,1499
1.764,-1.512,1.512,0.000,0.000,0.000,0.147,1499,1499
1.774,-1.544,1.544,0.000,0.000,0.000,0.147,1499,1499
1.784,-1.544,1.544,0.000,0.000,0.000,0.148,1499,1499
1.794,-1.544,1.544,0.000,0.000,0.000,0.149,1499,1499
1.804,-1.544,1.544,0.000,0.000,0.000,0.149,1499,1499
1.814,-1.544,1.544,0.000,0.000,0.000,0.150,1499,1499
1.824,-1.544,1.544,0.000,0.000,0.000,0.150,1499,1499
1.834,-1.544,1.544,0.000,0.000,0.000,0.150,1499,1499
1.844,-1.544,1.544,0.000,0.000,0.000,0.151,1499,1499
1.854,-1.544,1.544,0.000,0.000,0.000,0.151,1499,1499
1.864,-1.544,1.544,0.000,0.000,0.000,0.151,1499,1499
1.874,-1.544,1.544,0.000,0.000,0.000,0.151,1499,1499
1.884,-1.544,1.544,0.000,0.000,0.000,0.151,1499,1499
1.894,-1.544,1.544,0.000,0.000,0.000,0.151,1499,1499
1.904,-1.544,1.544,0.000,0.000,0.000,0.151,1499,1499
1.914,-1.544,1.544,0.000,0.000,0.000,0.152,1499,1499
1.924,-1.544,1.544,0.000,0.000,0.000,0.152,1499,1499
1.934,-1.544,1.544,0.000,0.000,0.000,0.152,1499,1499
1.944,-1.544,1.544,0.000,0.000,0.000,0.152,1499,1499
1.954,-1.544,1.544,0.000,0.000,0.000,0.152,1499,1499
1.964,-1.544,1.544,0.000,0.000,0.000,0.152,1499,1499
1.974,-1.544,1.544,0.000,0.000,0.000,0.152,1499,1499
1.984,-1.544,1.544,0.000,0.000,0.000,0.152,1499,1499
1.994,-1.544,1.544,0.000,0.000,0.000,0.152,1499,1499
2.004,-1.544,1.544,0.000,0.000,0.000,0.152,1499,1499
2.014,-1.544,1.544,0.000,0.000,0.000,0.152,1499,1499
2.024,-1.582,1.582,0.000,0.000,0.000,0.152,1499,1499
2.034,-1.582,1.582,0.000,0.000,0.000,0.153,1499,1499
2.044,-1.582,1.582,0.000,0.000,0.000,0.154,1499,1499
2.054,-1.582,1.582,0.000,0.000,0.000,0.155,1499,1499
2.064,-1.582,1.582,0.000,0.000,0.000,0.155,1499,1499
2.074,-1.582,1.582,0.000,0.000,0.000,0.156,1499,1499
2.084,-1.582,1.582,0.000,0.000,0.000,0.156,1499,1499
2.094,-1.582,1.582,0.000,0.000,0.000,0.156,1499,1499
2.104,-1.582,1.582,0.000,0.000,0.000,0.156,1499,1499
2.114,-1.582,1.582,0.000,0.000,0.000,0.157,1499,1499
2.124,-1.582,1.582,0.000,0.000,0.000,0.157,1499,1499
2.134,-1.582,1.582,0.000,0.000,0.000,0.157,1499,1499
2.144,-1.582,1.582,0.000,0.000,0.000,0.157,1499,1499
2.154,-1.582,1.582,0.000,0.000,0.000,0.157,1499,1499
2.164,-1.582,1.582,0.000,0.000,0.000,0.157,1499,1499
2.174,-1.582,1.582,0.000,0.000,0.000,0.157,1499,1499
2.184,-1.582,1.582,0.000,0.000,0.000,0.157,1499,1499
2.194,-1.582,1.582,0.000,0.000,0.000,0.157,1499,1499
2.204,-1.582,1.582,0.000,0.000,0.000,0.157,1499,1499
2.214,-1.582,1.582,0.000,0.000,0.000,0.158,1499,1499
2.224,-1.582,1.582,0.000,0.000,0.000,0.158,1499,1499
2.234,-1.582,1.582,0.000,0.000,0.000,0.158,1499,1499
2.244,-1.582,1.582,0.000,0.000,0.000,0.158,1499,1499
2.254,-1.582,1.582,0.000,0.000,0.000,0.158,1499,1499
2.264,-1.582,1.582,0.000,0.000,0.000,0.158,1499,1499
2.274,-1.625,1.625,0.000,0.000,0.000,0.158,1499,1499
2.284,-1.625,1.625,0.000,0.000,0.000,0.159,1499,1499
2.294,-1.625,1.625,0.000,0.000,0.000,0.160,1499,1499
2.304,-1.625,1.625,0.000,0.000,0.000,0.161,1499,1499
2.314,-1.625,1.625,0.000,0.000,0.000,0.161,1499,1499
2.324,-1.625,1.625,0.000,0.000,0.000,0.162,1499,1499
2.334,-1.625,1.625,0.000,0.000,0.000,0.162,1499,1499
2.344,-1.625,1.625,0.000,0.000,0.000,0.162,1499,1499
2.354,-1.625,1.625,0.000,0.000,0.000,0.163,1499,1499
2.364,-1.625,1.625,0.000,0.000,0.000,0.163,1499,1499
2.374,-1.625,1.625,0.000,0.000,0.000,0.163,1499,1499
2.384,-1.625,1.625,0.000,0.000,0.000,0.163,1499,1499
2.394,-1.625,1.625,0.000,0.000,0.000,0.163,1499,1499
2.404,-1.625,1.625,0.000,0.000,0.000,0.163,1499,1499
2.414,-1.625,1.625,0.000,0.000,0.000,0.163,1499,1499
2.424,-1.625,1.625,0.000,0.000,0.000,0.163,1499,1499
2.434,-1.625,1.625,0.000,0.000,0.000,0.163,1499,1499
2.444,-1.625,1.625,0.000,0.000,0.000,0.164,1499,1499
2.454,-1.625,1.625,0.000,0.000,0.000,0.164,1499,1499
2.464,-1.625,1.625,0.000,0.000,0.000,0.164,1499,1499
2.474,-1.625,1.625,0.000,0.000,0.000,0.164,1499,1499
2.484,-1.625,1.625,0.000,0.000,0.000,0.164,1499,1499
2.494,-1.625,1.625,0.000,0.000,0.000,0.164,1499,1499
2.504,-1.625,1.625,0.000,0.000,0.000,0.164,1499,1499
2.514,-1.625,1.625,0.000,0.000,0.000,0.164,1499,1499
2.524,-1.664,1.664,0.000,0.000,0.000,0.164,1499,1499
2.534,-1.664,1.664,0.000,0.000,0.000,0.165,1499,1499
2.544,-1.664,1.664,0.000,0.000,0.000,0.166,1499,1499
2.554,-1.664,1.664,0.000,0.000,0.000,0.167,1499,1499
2.564,-1.664,1.664,0.000,0.000,0.000,0.167,1499,1499
2.574,-1.664,1.664,0.000,0.000,0.000,0.168,1499,1499
2.584,-1.664,1.664,0.000,0.000,0.000,0.168,1499,1499
2.594,-1.664,1.664,0.000,0.000,0.000,0.168,1499,1499
2.604,-1.664,1.664,0.000,0.000,0.000,0.168,1499,1499
2.614,-1.664,1.664,0.000,0.000,0.000,0.169,1499,1499
2.624,-1.664,1.664,0.000,0.000,0.000,0.169,1499,1499
2.634,-1.664,1.664,0.000,0.000,0.000,0.169,1499,1499
2.644,-1.664,1.664,0.000,0.000,0.000,0.169,1499,1499
2.654,-1.664,1.664,0.000,0.000,0.000,0.169,1499,1499
2.664,-1.664,1.664,0.000,0.000,0.000,0.169,1499,1499
2.674,-1.664,1.664,0.000,0.000,0.000,0.169,1499,1499
2.684,-1.664,1.664,0.000,0.000,0.000,0.169,1499,1499
2.694,-1.664,1.664,0.000,0.000,0.000,0.169,1499,1499
2.704,-1.664,1.664,0.000,0.000,0.000,0.169,1499,1499
2.714,-1.664,1.664,0.000,0.000,0.000,0.170,1499,1499
2.724,-1.664,1.664,0.000,0.000,0.000,0.170,1499,1499
2.734,-1.664,1.664,0.000,0.000,0.000,0.170,1499,1499
2.744,-1.664,1.664,0.000,0.000,0.000,0.170,1499,1499
2.754,-1.664,1.664,0.000,0.000,0.000,0.170,1499,1499
2.764,-1.664,1.664,0.000,0.000,0.000,0.170,1499,1499
2.774,-1.705,1.705,0.000,0.000,0.000,0.170,1499,1499
2.784,-1.705,1.705,0.000,0.000,0.000,0.171,1499,1499
2.794,-1.705,1.705,0.000,0.000,0.000,0.172,1499,1499
2.804,-1.705,1.705,0.000,0.000,0.000,0.173,1499,1499
2.814,-1.705,1.705,0.000,0.000,0.000,0.173,1499,1499
2.824,-1.705,1.705,0.000,0.000,0.000,0.174,1499,1499
2.834,-1.705,1.705,0.000,0.000,0.000,0.174,1499,1499
2.844,-1.705,1.705,0.000,0.000,0.000,0.174,1499,1499
2.854,-1.705,1.705,0.000,0.000,0.000,0.174,1499,1499
2.864,-1.705,1.705,0.000,0.000,0.000,0.175,1499,1499
2.874,-1.705,1.705,0.000,0.000,0.000,0.175,1499,1499
2.884,-1.705,1.705,0.000,0.000,0.000,0.175,1499,1499
2.894,-1.705,1.705,0.000,0.000,0.000,0.175,1499,1499
2.904,-1.705,1.705,0.000,0.000,0.000,0.175,1499,1499
2.914,-1.705,1.705,0.000,0.000,0.000,0.175,1499,1499
2.924,-1.705,1.705,0.000,0.000,0.000,0.175,1499,1499
2.934,-1.705,1.705,0.000,0.000,0.000,0.175,1499,1499
2.944,-1.705,1.705,0.000,0.000,0.000,0.175,1499,1499
2.954,-1.705,1.705,0.000,0.000,0.000,0.176,1499,1499
2.964,-1.705,1.705,0.000,0.000,0.000,0.176,1499,1499
2.974,-1.705,1.705,0.000,0.000,0.000,0.176,1499,1499
2.984,-1.705,1.705,0.000,0.000,0.000,0.176,1499,1499
2.994,-1.705,1.705,0.000,0.000,0.000,0.176,1499,1499
3.004,-1.705,1.705,0.000,0.000,0.000,0.176,1499,1499
3.014,-1.705,1.705,0.000,0.000,0.000,0.176,1499,1499
3.024,-1.753,1.753,0.000,0.000,0.000,0.176,1499,1499
3.034,-1.753,1.753,0.000,0.000,0.000,0.177,1499,1499
3.044,-1.753,1.753,0.000,0.000,0.000,0.178,1499,1499
3.054,-1.753,1.753,0.000,0.000,0.000,0.179,1499,1499
3.064,-1.753,1.753,0.000,0.000,0.000,0.180,1499,1499
3.074,-1.753,1.753,0.000,0.000,0.000,0.180,1499,1499
3.084,-1.753,1.753,0.000,0.000,0.000,0.181,1499,1499
3.094,-1.753,1.753,0.000,0.000,0.000,0.181,1499,1499
3.104,-1.753,1.753,0.000,0.000,0.000,0.181,1499,1499
3.114,-1.753,1.753,0.000,0.000,0.000,0.181,1499,1499
3.124,-1.753,1.753,0.000,0.000,0.000,0.181,1499,1499
3.134,-1.753,1.753,0.000,0.000,0.000,0.182,1499,1499
3.144,-1.753,1.753,0.000,0.000,0.000,0.182,1499,1499
3.154,-1.753,1.753,0.000,0.000,0.000,0.182,1499,1499
3.164,-1.753,1.753,0.000,0.000,0.000,0.182,1499,1499
3.174,-1.753,1.753,0.000,0.000,0.000,0.182,1499,1499
3.184,-1.753,1.753,0.000,0.000,0.000,0.182,1499,1499
3.194,-1.753,1.753,0.000,0.000,0.000,0.182,1499,1499
3.204,-1.753,1.753,0.000,0.000,0.000,0.182,1499,1499
3.214,-1.753,1.753,0.000,0.000,0.000,0.182,1499,1499
3.224,-1.753,1.753,0.000,0.000,0.000,0.183,1499,1499
3.234,-1.753,1.753,0.000,0.000,0.000,0.183,1499,1499
3.244,-1.753,1.753,0.000,0.000,0.000,0.183,1499,1499
3.254,-1.753,1.753,0.000,0.000,0.000,0.183,1499,1499
3.264,-1.753,1.753,0.000,0.000,0.000,0.183,1499,1499
3.274,-1.804,1.804,0.000,0.000,0.000,0.182,1499,1499
3.284,-1.804,1.804,0.000,0.000,0.000,0.184,1499,1499
3.294,-1.804,1.804,0.000,0.000,0.000,0.185,1499,1499
3.304,-1.804,1.804,0.000,0.000,0.000,0.186,1499,1499
3.314,-1.804,1.804,0.000,0.000,0.000,0.187,1499,1499
3.324,-1.804,1.804,0.000,0.000,0.000,0.187,1499,1499
3.334,-1.804,1.804,0.000,0.000,0.000,0.188,1499,1499
3.344,-1.804,1.804,0.000,0.000,0.000,0.188,1499,1499
3.354,-1.804,1.804,0.000,0.000,0.000,0.188,1499,1499
3.364,-1.804,1.804,0.000,0.000,0.000,0.188,1499,1499
3.374,-1.804,1.804,0.000,0.000,0.000,0.189,1499,1499
3.384,-1.804,1.804,0.000,0.000,0.000,0.189,1499,1499
3.394,-1.804,1.804,0.000,0.000,0.000,0.189,1499,1499
3.404,-1.804,1.804,0.000,0.000,0.000,0.189,1499,1499
3.414,-1.804,1.804,0.000,0.000,0.000,0.189,1499,1499
3.424,-1.804,1.804,0.000,0.000,0.000,0.189,1499,1499
3.434,-1.804,1.804,0.000,0.000,0.000,0.189,1499,1499
3.444,-1.804,1.804,0.000,0.000,0.000,0.189,1499,1499
3.454,-1.804,1.804,0.000,0.000,0.000,0.190,1499,1499
3.464,-1.804,1.804,0.000,0.000,0.000,0.190,1499,1499
3.474,-1.804,1.804,0.000,0.000,0.000,0.190,1499,1499
3.484,-1.804,1.804,0.000,0.000,0.000,0.190,1499,1499
3.494,-1.804,1.804,0.000,0.000,0.000,0.190,1499,1499
3.504,-1.804,1.804,0.000,0.000,0.000,0.190,1499,1499
3.514,-1.804,1.804,0.000,0.000,0.000,0.190,1499,1499
3.524,-1.844,1.844,0.000,0.000,0.000,0.190,1499,1499
3.534,-1.844,1.844,0.000,0.000,0.000,0.191,1499,1499
3.544,-1.844,1.844,0.000,0.000,0.000,0.192,1499,1499
3.554,-1.844,1.844,0.000,0.000,0.000,0.193,1499,1499
3.564,-1.844,1.844,0.000,0.000,0.000,0.193,1499,1499
3.574,-1.844,1.844,0.000,0.000,0.000,0.194,1499,1499
3.584,-1.844,1.844,0.000,0.000,0.000,0.194,1499,1499
3.594,-1.844,1.844,0.000,0.000,0.000,0.194,1499,1499
3.604,-1.844,1.844,0.000,0.000,0.000,0.194,1499,1499
3.614,-1.844,1.844,0.000,0.000,0.000,0.195,1499,1499
3.624,-1.844,1.844,0.000,0.000,0.000,0.195,1499,1499
3.634,-1.844,1.844,0.000,0.000,0.000,0.195,1499,1499
3.644,-1.844,1.844,0.000,0.000,0.000,0.195,1499,1499
3.654,-1.844,1.844,0.000,0.000,0.000,0.195,1499,1499
3.664,-1.844,1.844,0.000,0.000,0.000,0.195,1499,1499
3.674,-1.844,1.844,0.000,0.000,0.000,0.195,1499,1499
3.684,-1.844,1.844,0.000,0.000,0.000,0.195,1499,1499
3.694,-1.844,1.844,0.000,0.000,0.000,0.196,1499,1499
3.704,-1.844,1.844,0.000,0.000,0.000,0.196,1499,1499
3.714,-1.844,1.844,0.000,0.000,0.000,0.196,1499,1499
3.724,-1.844,1.844,0.000,0.000,0.000,0.196,1499,1499
3.734,-1.844,1.844,0.000,0.000,0.000,0.196,1499,1499
3.744,-1.844,1.844,0.000,0.000,0.000,0.196,1499,1499
3.754,-1.844,1.844,0.000,0.000,0.000,0.196,1499,1499
3.764,-1.844,1.844,0.000,0.000,0.000,0.196,1499,1499
3.774,-1.889,1.889,0.000,0.000,0.000,0.196,1499,1499
3.784,-1.889,1.889,0.000,0.000,0.000,0.197,1499,1499
3.794,-1.889,1.889,0.000,0.000,0.000,0.199,1499,1499
3.804,-1.889,1.889,0.000,0.000,0.000,0.199,1499,1499
3.814,-1.889,1.889,0.000,0.000,0.000,0.200,1499,1499
3.824,-1.889,1.889,0.000,0.000,0.000,0.200,1499,1499
3.834,-1.889,1.889,0.000,0.000,0.000,0.201,1499,1499
3.844,-1.889,1.889,0.000,0.000,0.000,0.201,1499,1499
3.854,-1.889,1.889,0.000,0.000,0.000,0.201,1499,1499
3.864,-1.889,1.889,0.000,0.000,0.000,0.201,1499,1499
3.874,-1.889,1.889,0.000,0.000,0.000,0.201,1499,1499
3.884,-1.889,1.889,0.000,0.000,0.000,0.202,1499,1499
3.894,-1.889,1.889,0.000,0.000,0.000,0.202,1499,1499
3.904,-1.889,1.889,0.000,0.000,0.000,0.202,1499,1499
3.914,-1.889,1.889,0.000,0.000,0.000,0.202,1499,1499
3.924,-1.889,1.889,0.000,0.000,0.000,0.202,1499,1499
3.934,-1.889,1.889,0.000,0.000,0.000,0.202,1499,1499
3.944,-1.889,1.889,0.000,0.000,0.000,0.202,1499,1499
3.954,-1.889,1.889,0.000,0.000,0.000,0.202,1499,1499
3.964,-1.889,1.889,0.000,0.000,0.000,0.203,1499,1499
3.974,-1.889,1.889,0.000,0.000,0.000,0.203,1499,1499
3.984,-1.889,1.889,0.000,0.000,0.000,0.203,1499,1499
3.994,-1.889,1.889,0.000,0.000,0.000,0.203,1499,1499
4.004,-1.889,1.889,0.000,0.000,0.000,0.203,1499,1499
4.014,-1.929,1.929,0.000,0.000,0.000,0.203,1499,1499
4.024,-1.929,1.929,0.000,0.000,0.000,0.204,1499,1499
4.034,-1.929,1.929,0.000,0.000,0.000,0.205,1499,1499
4.044,-1.929,1.929,0.000,0.000,0.000,0.206,1499,1499
4.054,-1.929,1.929,0.000,0.000,0.000,0.206,1499,1499
4.064,-1.929,1.929,0.000,0.000,0.000,0.207,1499,1499
4.074,-1.929,1.929,0.000,0.000,0.000,0.207,1499,1499
4.084,-1.929,1.929,0.000,0.000,0.000,0.207,1499,1499
4.094,-1.929,1.929,0.000,0.000,0.000,0.207,1499,1499
4.104,-1.929,1.929,0.000,0.000,0.000,0.207,1499,1499
4.114,-1.929,1.929,0.000,0.000,0.000,0.208,1499,1499
4.124,-1.929,1.929,0.000,0.000,0.000,0.208,1499,1499
4.134,-1.929,1.929,0.000,0.000,0.000,0.208,1499,1499
4.144,-1.929,1.929,0.000,0.000,0.000,0.208,1499,1499
4.154,-1.929,1.929,0.000,0.000,0.000,0.208,1499,1499
4.164,-1.929,1.929,0.000,0.000,0.000,0.208,1499,1499
4.174,-1.929,1.929,0.000,0.000,0.000,0.208,1499,1499
4.184,-1.929,1.929,0.000,0.000,0.000,0.208,1499,1499
4.194,-1.929,1.929,0.000,0.000,0.000,0.209,1499,1499
4.204,-1.929,1.929,0.000,0.000,0.000,0.209,1499,1499
4.214,-1.929,1.929,0.000,0.000,0.000,0.209,1499,1499
4.224,-1.929,1.929,0.000,0.000,0.000,0.209,1499,1499
4.234,-1.929,1.929,0.000,0.000,0.000,0.209,1499,1499
4.244,-1.929,1.929,0.000,0.000,0.000,0.209,1499,1499
4.254,-1.929,1.929,0.000,0.000,0.000,0.209,1499,1499
4.264,-1.929,1.929,0.000,0.000,0.000,0.209,1499,1499
4.274,-1.972,1.972,0.000,0.000,0.000,0.209,1499,1499
4.284,-1.972,1.972,0.000,0.000,0.000,0.210,1499,1499
4.294,-1.972,1.972,0.000,0.000,0.000,0.211,1499,1499
4.304,-1.972,1.972,0.000,0.000,0.000,0.212,1499,1499
4.314,-1.972,1.972,0.000,0.000,0.000,0.213,1499,1499
4.324,-1.972,1.972,0.000,0.000,0.000,0.213,1499,1499
4.334,-1.972,1.972,0.000,0.000,0.000,0.214,1499,1499
4.344,-1.972,1.972,0.000,0.000,0.000,0.214,1499,1499
4.354,-1.972,1.972,0.000,0.000,0.000,0.214,1499,1499
4.364,-1.972,1.972,0.000,0.000,0.000,0.214,1499,1499
4.374,-1.972,1.972,0.000,0.000,0.000,0.214,1499,1499
4.384,-1.972,1.972,0.000,0.000,0.000,0.214,1499,1499
4.394,-1.972,1.972,0.000,0.000,0.000,0.215,1499,1499
4.404,-1.972,1.972,0.000,0.000,0.000,0.215,1499,1499
4.414,-1.972,1.972,0.000,0.000,0.000,0.215,1499,1499
4.424,-1.972,1.972,0.000,0.000,0.000,0.215,1499,1499
4.434,-1.972,1.972,0.000,0.000,0.000,0.215,1499,1499
4.444,-1.972,1.972,0.000,0.000,0.000,0.215,1499,1499
4.454,-1.972,1.972,0.000,0.000,0.000,0.215,1499,1499
4.464,-1.972,1.972,0.000,0.000,0.000,0.215,1499,1499
4.474,-1.972,1.972,0.000,0.000,0.000,0.215,1499,1499
4.484,-1.972,1.972,0.000,0.000,0.000,0.216,1499,1499
4.494,-1.972,1.972,0.000,0.000,0.000,0.216,1499,1499
4.504,-1.972,1.972,0.000,0.000,0.000,0.216,1499,1499
4.514,-1.972,1.972,0.000,0.000,0.000,0.216,1499,1499
4.524,-2.017,2.017,0.000,0.000,0.000,0.216,1499,1499
4.534,-2.017,2.017,0.000,0.000,0.000,0.217,1499,1499
4.544,-2.017,2.017,0.000,0.000,0.000,0.218,1499,1499
4.554,-2.017,2.017,0.000,0.000,0.000,0.219,1499,1499
4.564,-2.017,2.017,0.000,0.000,0.000,0.220,1499,1499
4.574,-2.017,2.017,0.000,0.000,0.000,0.220,1499,1499
4.584,-2.017,2.017,0.000,0.000,0.000,0.220,1499,1499
4.594,-2.017,2.017,0.000,0.000,0.000,0.221,1499,1499
4.604,-2.017,2.017,0.000,0.000,0.000,0.221,1499,1499
4.614,-2.017,2.017,0.000,0.000,0.000,0.221,1499,1499
4.624,-2.017,2.017,0.000,0.000,0.000,0.221,1499,1499
4.634,-2.017,2.017,0.000,0.000,0.000,0.221,1499,1499
4.644,-2.017,2.017,0.000,0.000,0.000,0.221,1499,1499
4.654,-2.017,2.017,0.000,0.000,0.000,0.222,1499,1499
4.664,-2.017,2.017,0.000,0.000,0.000,0.222,1499,1499
4.674,-2.017,2.017,0.000,0.000,0.000,0.222,1499,1499
4.684,-2.017,2.017,0.000,0.000,0.000,0.222,1499,1499
4.694,-2.017,2.017,0.000,0.000,0.000,0.222,1499,1499
4.704,-2.017,2.017,0.000,0.000,0.000,0.222,1499,1499
4.714,-2.017,2.017,0.000,0.000,0.000,0.222,1499,1499
4.724,-2.017,2.017,0.000,0.000,0.000,0.222,1499,1499
4.734,-2.017,2.017,0.000,0.000,0.000,0.222,1499,1499
4.744,-2.017,2.017,0.000,0.000,0.000,0.223,1499,1499
4.754,-2.017,2.017,0.000,0.000,0.000,0.223,1499,1499
4.764,-2.058,2.058,0.000,0.000,0.000,0.222,1499,1499
4.774,-2.058,2.058,0.000,0.000,0.000,0.224,1499,1499
4.784,-2.058,2.058,0.000,0.000,0.000,0.225,1499,1499
4.794,-2.058,2.058,0.000,0.000,0.000,0.226,1499,1499
4.804,-2.058,2.058,0.000,0.000,0.000,0.226,1499,1499
4.814,-2.058,2.058,0.000,0.000,0.000,0.226,1499,1499
4.824,-2.058,2.058,0.000,0.000,0.000,0.227,1499,1499
4.834,-2.058,2.058,0.000,0.000,0.000,0.227,1499,1499
4.844,-2.058,2.058,0.000,0.000,0.000,0.227,1499,1499
4.854,-2.058,2.058,0.000,0.000,0.000,0.227,1499,1499
4.864,-2.058,2.058,0.000,0.000,0.000,0.228,1499,1499
4.874,-2.058,2.058,0.000,0.000,0.000,0.228,1499,1499
4.884,-2.058,2.058,0.000,0.000,0.000,0.228,1499,1499
4.894,-2.058,2.058,0.000,0.000,0.000,0.228,1499,1499
4.904,-2.058,2.058,0.000,0.000,0.000,0.228,1499,1499
4.914,-2.058,2.058,0.000,0.000,0.000,0.228,1499,1499
4.924,-2.058,2.058,0.000,0.000,0.000,0.228,1499,1499
4.934,-2.058,2.058,0.000,0.000,0.000,0.228,1499,1499
4.944,-2.058,2.058,0.000,0.000,0.000,0.229,1499,1499
4.954,-2.058,2.058,0.000,0.000,0.000,0.229,1499,1499
4.964,-2.058,2.058,0.000,0.000,0.000,0.229,1499,1499
4.974,-2.058,2.058,0.000,0.000,0.000,0.229,1499,1499
4.984,-2.058,2.058,0.000,0.000,0.000,0.229,1499,1499
4.994,-2.058,2.058,0.000,0.000,0.000,0.229,1499,1499
5.004,-2.058,2.058,0.000,0.000,0.000,0.229,1499,1499
5.014,-2.058,2.058,0.000,0.000,0.000,0.229,1499,1499
5.024,-2.102,2.102,0.000,0.000,0.000,0.229,1499,1499
5.034,-2.102,2.102,0.000,0.000,0.000,0.231,1499,1499
5.044,-2.102,2.102,0.000,0.000,0.000,0.232,1499,1499
5.054,-2.102,2.102,0.000,0.000,0.000,0.232,1499,1499
5.064,-2.102,2.102,0.000,0.000,0.000,0.233,1499,1499
5.074,-2.102,2.102,0.000,0.000,0.000,0.233,1499,1499
5.084,-2.102,2.102,0.000,0.000,0.000,0.234,1499,1499
5.094,-2.102,2.102,0.000,0.000,0.000,0.234,1499,1499
